,animeA,num_recommenders
22234,8548,
22235,12049,
22236,37087,
22237,6028,
22238,2512,
22239,90,
22240,10549,
22241,25161,
22242,464,
22243,26057,
22244,7157,
22245,37028,
22246,31231,
22247,30453,
22248,8246,
22249,8687,
22250,2472,
22251,1629,
22252,2842,
22253,20871,
22254,8246,
22255,48903,
22256,38770,
22257,6288,
22258,35612,
22259,50562,
22260,13263,
22261,24591,
22262,40497,
22263,21571,
22264,902,
22265,15307,
22266,12671,
22267,29832,
22268,28371,
22269,6198,
22270,32051,
22271,38629,
22272,36242,
22273,1505,
22274,13831,
22275,40329,
22276,2020,
22277,38419,
22278,898,
22279,8366,
22280,38201,
22281,10643,
22282,43204,
22283,781,
22284,34391,
22285,1429,
22286,38788,
22287,16239,
22288,1120,
22289,1527,
22290,528,
22291,38056,
22292,35631,
22293,31911,
22294,4793,
22295,35465,
22296,33551,
22297,6527,
22298,17843,
22299,8369,
22300,40329,
22301,14837,
22302,1425,
22303,6555,
22304,864,
22305,31231,
22306,23083,
22307,35465,
22308,31164,
22309,5529,
22310,12499,
22311,30151,
22312,48903,
22313,43204,
22314,460,
22315,19319,
22316,8364,
22317,49040,
22318,21867,
22319,42364,
22320,31454,
22321,31201,
22322,8547,
22323,8360,
22324,13203,
22325,9917,
22326,1930,
22327,15417,
22328,897,
22329,35346,
22330,2514,
22331,19109,
22332,38530,
22333,8546,
22334,37033,
22335,6198,
22336,1366,
22337,4795,
22338,33552,
22339,5529,
22340,2020,
22341,37431,
22342,15335,
22343,35740,
22344,50562,
22345,1363,
22346,32383,
22347,897,
22348,2512,
22349,1709,
22350,21419,
22351,36890,
22352,44616,
22353,7060,
22354,38715,
22355,33549,
22356,33338,
22357,7158,
22358,28367,
22359,8363,
22360,33550,
22361,10916,
22362,8287,
22363,5252,
22364,49236,
22365,35112,
22366,2273,
22367,1367,
22368,18851,
22369,2514,
22370,5845,
22371,28371,
22372,36991,
22373,3051,
22374,34244,
22375,2581,
22376,781,
22377,10703,
22378,16239,
22379,2680,
22380,11019,
22381,16870,
22382,9288,
22383,901,
22384,28369,
22385,19109,
22386,2273,
22387,37850,
22388,39697,
22389,896,
22390,38056,
22391,13667,
22392,16239,
22393,18851,
22394,779,
22395,36967,
22396,9107,
22397,1215,
22398,24591,
22399,36286,
22400,13823,
22401,31911,
22402,2842,
22403,15307,
22404,1433,
22405,1237,
22406,30449,
22407,21899,
22408,37626,
22409,15307,
22410,6460,
22411,16678,
22412,2020,
22413,14735,
22414,901,
22415,40888,
22416,30154,
22417,10916,
22418,33338,
22419,34519,
22420,4124,
22421,1413,
22422,3288,
22423,33672,
22424,36967,
22425,4795,
22426,32160,
22427,33661,
22428,24625,
22429,32222,
22430,19261,
22431,2107,
22432,7695,
22433,15307,
22434,23293,
22435,6288,
22436,35632,
22437,30694,
22438,38720,
22439,23293,
22440,28367,
22441,8369,
22442,38629,
22443,25805,
22444,8550,
22445,3744,
22446,5256,
22447,6217,
22448,19109,
22449,8363,
22450,38788,
22451,10116,
22452,36240,
22453,8740,
22454,12187,
22455,36242,
22456,1709,
22457,466,
22458,24625,
22459,12117,
22460,38770,
22461,8097,
22462,8365,
22463,902,
22464,36967,
22465,781,
22466,32222,
22467,6288,
22468,17357,
22469,1931,
22470,35205,
22471,6198,
22472,12117,
22473,14735,
22474,4026,
22475,38201,
22476,8550,
22477,40890,
22478,15783,
22479,20871,
22480,966,
22481,984,
22482,1416,
22483,13821,
22484,8097,
22485,1433,
22486,13839,
22487,30154,
22488,17113,
22489,2520,
22490,2512,
22491,15783,
22492,8358,
22493,902,
22494,898,
22495,12001,
22496,1435,
22497,864,
22498,32005,
22499,33550,
22500,36240,
22501,31231,
22502,6467,
22503,2514,
22504,3626,
22505,864,
22506,897,
22507,2171,
22508,33922,
22509,25161,
22510,1709,
22511,39487,
22512,1365,
22513,30533,
22514,30694,
22515,24625,
22516,40888,
22517,6467,
22518,38720,
22519,34430,
22520,9963,
22521,5256,
22522,6288,
22523,900,
22524,31,
22525,11009,
22526,9963,
22527,15783,
22528,3626,
22529,8609,
22530,985,
22531,43204,
22532,11659,
22533,40082,
22534,901,
22535,89,
22536,4026,
22537,1709,
22538,1416,
22539,24625,
22540,4540,
22541,28479,
22542,33705,
22543,4910,
22544,35205,
22545,1122,
22546,49320,
22547,34430,
22548,903,
22549,1419,
22550,13799,
22551,92,
22552,6555,
22553,7060,
22554,1094,
22555,1427,
22556,23301,
22557,12231,
22558,6438,
22559,21419,
22560,49320,
22561,465,
22562,33549,
22563,1435,
22564,1122,
22565,4793,
22566,33544,
22567,460,
22568,1424,
22569,5845,
22570,5529,
22571,10808,
22572,11019,
22573,33338,
22574,1419,
22575,10017,
22576,464,
22577,23301,
22578,12001,
22579,36946,
22580,11019,
22581,14735,
22582,2512,
22583,42449,
22584,905,
22585,7060,
22586,1709,
22587,4795,
22588,90,
22589,904,
22590,780,
22591,2171,
22592,894,
22593,1709,
22594,37247,
22595,13799,
22596,11019,
22597,5526,
22598,6198,
22599,6714,
22600,39487,
22601,3288,
22602,50410,
22603,528,
22604,12859,
22605,1505,
22606,8287,
22607,33947,
22608,2842,
22609,33542,
22610,1238,
22611,4155,
22612,3626,
22613,8287,
22614,38715,
22615,20871,
22616,10808,
22617,36242,
22618,31490,
22619,1117,
22620,1119,
22621,1120,
22622,17699,
22623,33542,
22624,528,
22625,900,
22626,986,
22627,95,
22628,33545,
22629,3547,
22630,40890,
22631,895,
22632,8740,
22633,5152,
22634,37247,
22635,466,
22636,896,
22637,90,
22638,12231,
22639,1237,
22640,1094,
22641,986,
22642,984,
22643,10808,
22644,900,
22645,25161,
22646,8740,
22647,30450,
22648,83,
22649,459,
22650,95,
22651,36946,
22652,2680,
22653,2520,
22654,9999,
22655,905,
22656,895,
22657,864,
22658,31454,
22659,12231,
22660,897,
22661,896,
22662,33338,
22663,3288,
22664,40890,
22665,895,
22666,33338,
22667,36946,
22668,36241,
22669,43204,
22670,31,
22671,34519,
22672,1237,
22673,906,
22674,10017,
22675,31454,
22676,17699,
22677,904,
22678,1237,
22679,2020,
22680,459,
22681,31490,
22682,83,
22683,2273,
22684,3288,
22685,462,
22686,10808,
22687,8132,
22688,892,
22689,864,
22690,9999,
22691,36240,
22692,902,
22693,6714,
22694,35567,
22695,12231,
22696,90,
22697,32051,
22698,466,
22699,895,
22700,36946,
22701,92,
22702,36242,
22703,95,
22704,7060,
22705,2680,
22706,900,
22707,898,
22708,466,
22709,464,
22710,12001,
22711,5152,
22712,465,
22713,463,
22714,25389,
22715,984,
22716,2020,
22717,2680,
22718,12859,
22719,4540,
22720,6714,
22721,8287,
22722,901,
22723,2680,
22724,31490,
22725,36240,
22726,32806,
22727,2916,
22728,3325,
22729,14123,
22730,6337,
22731,38235,
22732,13587,
22733,38936,
22734,30484,
22735,31149,
22736,1802,
22737,7523,
22738,34439,
22739,2263,
22740,11741,
22741,3366,
22742,35315,
22743,33026,
22744,2610,
22745,34753,
22746,1346,
22747,3479,
22748,43772,
22749,25985,
22750,44053,
22751,36023,
22752,27821,
22753,1136,
22754,49274,
22755,14267,
22756,33925,
22757,32188,
22758,20509,
22759,41750,
22760,1165,
22761,12965,
22762,32962,
22763,13161,
22764,11859,
22765,32707,
22766,1534,
22767,2892,
22768,2449,
22769,356,
22770,26011,
22771,7559,
22772,28155,
22773,25973,
22774,40610,
22775,38578,
22776,1694,
22777,14829,
22778,1534,
22779,7645,
22780,37651,
22781,1932,
22782,603,
22783,40610,
22784,34100,
22785,7559,
22786,21407,
22787,12191,
22788,2717,
22789,1706,
22790,33047,
22791,6922,
22792,14829,
22793,1694,
22794,1525,
22795,2695,
22796,28701,
22797,39935,
22798,17115,
22799,36927,
22800,89,
22801,893,
22802,3312,
22803,971,
22804,35255,
22805,48425,
22806,5157,
22807,393,
22808,3044,
22809,7752,
22810,2124,
22811,45783,
22812,1211,
22813,1548,
22814,1289,
22815,9598,
22816,39592,
22817,37589,
22818,36029,
22819,961,
22820,40167,
22821,2333,
22822,40377,
22823,37655,
22824,4286,
22825,25777,
22826,1135,
22827,34820,
22828,33064,
22829,4866,
22830,19687,
22831,20547,
22832,16756,
22833,2452,
22834,28405,
22835,2150,
22836,25975,
22837,13203,
22838,42587,
22839,1575,
22840,25519,
22841,2451,
22842,8394,
22843,17269,
22844,34086,
22845,17269,
22846,39592,
22847,14837,
22848,35859,
22849,38256,
22850,31699,
22851,4939,
22852,34445,
22853,49827,
22854,2066,
22855,19195,
22856,1146,
22857,3067,
22858,29910,
22859,34661,
22860,17187,
22861,1302,
22862,21,
22863,10074,
22864,813,
22865,10033,
22866,6922,
22867,6735,
22868,37765,
22869,2222,
22870,49827,
22871,1491,
22872,36436,
22873,37290,
22874,37966,
22875,169,
22876,12565,
22877,2222,
22878,6922,
22879,11359,
22880,2253,
22881,3545,
22882,40367,
22883,33371,
22884,37764,
22885,2273,
22886,22777,
22887,37764,
22888,87,
22889,891,
22890,891,
22891,39363,
22892,39363,
22893,502,
22894,6941,
22895,22777,
22896,36215,
22897,3848,
22898,21,
22899,9353,
22900,24977,
22901,20555,
22902,51263,
22903,32219,
22904,38899,
22905,38411,
22906,49040,
22907,2015,
22908,4149,
22909,5962,
22910,49295,
22911,17539,
22912,40989,
22913,32736,
22914,8410,
22915,2755,
22916,33880,
22917,41530,
22918,35909,
22919,32476,
22920,14353,
22921,4810,
22922,12317,
22923,40337,
22924,34389,
22925,46420,
22926,5962,
22927,42486,
22928,1487,
22929,24699,
22930,46102,
22931,12355,
22932,10469,
22933,26449,
22934,40961,
22935,49842,
22936,31494,
22937,31845,
22938,25267,
22939,33731,
22940,38600,
22941,50587,
22942,49895,
22943,42832,
22944,23209,
22945,35311,
22946,37487,
22947,31494,
22948,14247,
22949,37481,
22950,918,
22951,42249,
22952,4280,
22953,8410,
22954,37934,
22955,49457,
22956,10491,
22957,37521,
22958,20703,
22959,51152,
22960,43568,
22961,41590,
22962,41686,
22963,9120,
22964,51180,
22965,288,
22966,37490,
22967,49119,
22968,31676,
22969,5624,
22970,46735,
22971,48575,
22972,644,
22973,34742,
22974,40679,
22975,10165,
22976,40239,
22977,32878,
22978,30381,
22979,35074,
22980,23363,
22981,1669,
22982,33685,
22983,9735,
22984,31675,
22985,40250,
22986,5337,
22987,39487,
22988,29035,
22989,31344,
22990,33051,
22991,25267,
22992,395,
22993,33687,
22994,12141,
22995,21729,
22996,17679,
22997,40369,
22998,1915,
22999,18939,
23000,6904,
23001,3786,
23002,47904,
23003,11981,
23004,33855,
23005,3444,
23006,32521,
23007,38154,
23008,17815,
23009,39416,
23010,32146,
23011,30122,
23012,32736,
23013,25265,
23014,34302,
23015,38622,
23016,30714,
23017,46971,
23018,34165,
23019,35249,
23020,38987,
23021,11977,
23022,43751,
23023,32038,
23024,38363,
23025,40109,
23026,35267,
23027,34723,
23028,42444,
23029,4808,
23030,28223,
23031,20955,
23032,42443,
23033,37850,
23034,47778,
23035,38632,
23036,4565,
23037,43568,
23038,50840,
23039,42385,
23040,42443,
23041,17791,
23042,36037,
23043,49827,
23044,32521,
23045,49730,
23046,7135,
23047,4262,
23048,40478,
23049,893,
23050,1241,
23051,36246,
23052,147,
23053,34375,
23054,37501,
23055,17621,
23056,30514,
23057,24459,
23058,31445,
23059,1983,
23060,34742,
23061,35590,
23062,5147,
23063,31035,
23064,13117,
23065,34540,
23066,47409,
23067,49515,
23068,75,
23069,289,
23070,39166,
23071,38982,
23072,9170,
23073,31617,
23074,36497,
23075,4985,
23076,17815,
23077,49690,
23078,40469,
23079,35347,
23080,35329,
23081,22675,
23082,41063,
23083,39277,
23084,1565,
23085,37651,
23086,39166,
23087,34566,
23088,9629,
23089,31055,
23090,40145,
23091,39611,
23092,31964,
23093,1668,
23094,42955,
23095,25537,
23096,30485,
23097,37516,
23098,269,
23099,32733,
23100,15335,
23101,13373,
23102,2298,
23103,4719,
23104,39486,
23105,31410,
23106,2355,
23107,51218,
23108,2156,
23109,18679,
23110,36836,
23111,32148,
23112,35312,
23113,39597,
23114,2356,
23115,29935,
23116,38085,
23117,31645,
23118,14267,
23119,34904,
23120,44126,
23121,176,
23122,1091,
23123,30364,
23124,11979,
23125,40342,
23126,35658,
23127,38958,
23128,21473,
23129,35305,
23130,4130,
23131,5658,
23132,38629,
23133,39591,
23134,25987,
23135,22675,
23136,1668,
23137,49426,
23138,36458,
23139,28155,
23140,3784,
23141,28701,
23142,38481,
23143,42422,
23144,37850,
23145,4094,
23146,16894,
23147,40393,
23148,31645,
23149,29035,
23150,94,
23151,2306,
23152,34489,
23153,40181,
23154,2044,
23155,36517,
23156,35219,
23157,10444,
23158,1915,
23159,38683,
23160,39416,
23161,4712,
23162,37664,
23163,40879,
23164,49515,
23165,21639,
23166,36564,
23167,38024,
23168,38400,
23169,34052,
23170,36724,
23171,31647,
23172,37980,
23173,40478,
23174,39239,
23175,39067,
23176,23943,
23177,41063,
23178,43745,
23179,32158,
23180,20355,
23181,34161,
23182,40028,
23183,39611,
23184,31174,
23185,12565,
23186,22043,
23187,36474,
23188,21707,
23189,28223,
23190,37706,
23191,39014,
23192,1398,
23193,32158,
23194,36239,
23195,35972,
23196,28675,
23197,19961,
23198,6872,
23199,33226,
23200,41590,
23201,35972,
23202,28223,
23203,1668,
23204,33922,
23205,49661,
23206,39839,
23207,33685,
23208,33686,
23209,22297,
23210,32359,
23211,5723,
23212,1341,
23213,36529,
23214,22215,
23215,34915,
23216,34661,
23217,37143,
23218,41096,
23219,16373,
23220,20355,
23221,32681,
23222,37324,
23223,30912,
23224,31647,
23225,3915,
23226,11597,
23227,39935,
23228,32739,
23229,9883,
23230,1939,
23231,37706,
23232,35018,
23233,23409,
23234,1939,
23235,20955,
23236,38897,
23237,17621,
23238,32772,
23239,7472,
23240,38025,
23241,28977,
23242,6525,
23243,36551,
23244,38022,
23245,44248,
23246,33569,
23247,1856,
23248,38672,
23249,39611,
23250,1669,
23251,10909,
23252,3444,
23253,35309,
23254,12979,
23255,33149,
23256,37764,
23257,281,
23258,10954,
23259,13821,
23260,37249,
23261,35307,
23262,35312,
23263,34904,
23264,37850,
23265,37285,
23266,36995,
23267,1969,
23268,30757,
23269,17115,
23270,40714,
23271,38414,
23272,32,
23273,40356,
23274,30122,
23275,288,
23276,42422,
23277,31699,
23278,33934,
23279,4130,
23280,49828,
23281,5962,
23282,21743,
23283,30912,
23284,9735,
23285,34239,
23286,34915,
23287,2298,
23288,13863,
23289,35745,
23290,21743,
23291,40587,
23292,32160,
23293,32174,
23294,36497,
23295,37851,
23296,33489,
23297,13231,
23298,2294,
23299,32149,
23300,11695,
23301,19489,
23302,28869,
23303,32149,
23304,35317,
23305,21695,
23306,27525,
23307,38982,
23308,28149,
23309,5658,
23310,281,
23311,36497,
23312,31251,
23313,32160,
23314,51018,
23315,36497,
23316,33903,
23317,33922,
23318,9893,
23319,38086,
23320,7472,
23321,9883,
23322,28669,
23323,31592,
23324,12221,
23325,2298,
23326,37249,
23327,8753,
23328,8753,
23329,28701,
23330,36664,
23331,38086,
23332,20159,
23333,42161,
23334,38299,
23335,3318,
23336,1983,
23337,603,
23338,32359,
23339,8438,
23340,33489,
23341,3692,
23342,8133,
23343,38958,
23344,35283,
23345,32739,
23346,36724,
23347,32359,
23348,33879,
23349,39592,
23350,1735,
23351,36664,
23352,38299,
23353,147,
23354,40478,
23355,37851,
23356,37143,
23357,6336,
23358,11073,
23359,2298,
23360,10909,
23361,41136,
23362,40881,
23363,19799,
23364,27821,
23365,84,
23366,33879,
23367,32359,
23368,34514,
23369,32739,
23370,86,
23371,31115,
23372,35305,
23373,37931,
23374,40478,
23375,35219,
23376,2363,
23377,20871,
23378,10012,
23379,37851,
23380,2695,
23381,35283,
23382,93,
23383,40351,
23384,1091,
23385,31115,
23386,35306,
23387,33871,
23388,1092,
23389,356,
23390,31251,
23391,19261,
23392,2306,
23393,36564,
23394,10937,
23395,37843,
23396,14349,
23397,49828,
23398,32158,
23399,1525,
23400,43751,
23401,32,
23402,17621,
23403,2298,
23404,49828,
23405,31592,
23406,42697,
23407,30686,
23408,36624,
23409,33051,
23410,87,
23411,6336,
23412,34549,
23413,37843,
23414,33145,
23415,8310,
23416,33146,
23417,93,
23418,14349,
23419,1983,
23420,4130,
23421,25517,
23422,37765,
23423,37285,
23424,1856,
23425,1939,
23426,502,
23427,1090,
23428,281,
23429,1525,
23430,1090,
23431,33880,
23432,2269,
23433,1983,
23434,20667,
23435,14093,
23436,22661,
23437,36871,
23438,512,
23439,32927,
23440,85,
23441,3786,
23442,19261,
23443,37431,
23444,3784,
23445,20355,
23446,37431,
23447,33225,
23448,84,
23449,17621,
23450,82,
23451,33881,
23452,33225,
23453,4130,
23454,49828,
23455,33454,
23456,33879,
23457,16774,
23458,43745,
23459,3786,
23460,1969,
23461,20355,
23462,41030,
23463,4130,
23464,34549,
23465,3784,
23466,33880,
23467,32739,
23468,893,
23469,33882,
23470,18679,
23471,31115,
23472,34549,
23473,33881,
23474,18679,
23475,20355,
23476,38982,
23477,40181,
23478,36239,
23479,33051,
23480,20355,
23481,5270,
23482,40181,
23483,34549,
23484,9170,
23485,80,
23486,20667,
23487,1090,
23488,37290,
23489,49828,
23490,2269,
23491,502,
23492,30,
23493,223,
23494,225,
23495,40181,
23496,36239,
23497,31289,
23498,38055,
23499,2385,
23500,36239,
23501,1092,
23502,20667,
23503,82,
23504,40969,
23505,1088,
23506,22583,
23507,32691,
23508,5082,
23509,11433,
23510,31636,
23511,25283,
23512,2044,
23513,3974,
23514,48350,
23515,2427,
23516,44,
23517,2324,
23518,35528,
23519,49637,
23520,1913,
23521,1559,
23522,2338,
23523,6361,
23524,589,
23525,286,
23526,15839,
23527,39960,
23528,23551,
23529,39676,
23530,39230,
23531,30868,
23532,37045,
23533,6443,
23534,39325,
23535,37663,
23536,227,
23537,13145,
23538,22145,
23539,22537,
23540,118,
23541,3712,
23542,21273,
23543,47621,
23544,12031,
23545,5029,
23546,2585,
23547,42455,
23548,5355,
23549,9883,
23550,3604,
23551,22537,
23552,36791,
23553,474,
23554,1253,
23555,2397,
23556,15731,
23557,1007,
23558,31178,
23559,10527,
23560,5300,
23561,34480,
23562,9308,
23563,1564,
23564,37303,
23565,9724,
23566,32282,
23567,10863,
23568,38631,
23569,10232,
23570,32228,
23571,29101,
23572,33446,
23573,21695,
23574,2011,
23575,44155,
23576,5337,
23577,8217,
23578,31757,
23579,8366,
23580,37150,
23581,44189,
23582,28207,
23583,1731,
23584,11123,
23585,3272,
23586,534,
23587,34962,
23588,34077,
23589,31757,
23590,36704,
23591,38086,
23592,9969,
23593,1301,
23594,34905,
23595,39039,
23596,30533,
23597,38716,
23598,35219,
23599,30533,
23600,8057,
23601,22057,
23602,846,
23603,8577,
23604,38273,
23605,48123,
23606,181,
23607,37586,
23608,245,
23609,49386,
23610,40936,
23611,25681,
23612,11319,
23613,9958,
23614,981,
23615,42940,
23616,30250,
23617,32892,
23618,37928,
23619,30363,
23620,32215,
23621,1393,
23622,37181,
23623,49926,
23624,2098,
23625,353,
23626,41807,
23627,380,
23628,34014,
23629,32834,
23630,37369,
23631,9890,
23632,18745,
23633,651,
23634,2267,
23635,34552,
23636,6377,
23637,42956,
23638,41426,
23639,4197,
23640,50348,
23641,38467,
23642,38882,
23643,39808,
23644,35000,
23645,18,
23646,48890,
23647,42238,
23648,5162,
23649,138,
23650,40028,
23651,37027,
23652,36571,
23653,4866,
23654,32379,
23655,36418,
23656,9958,
23657,7179,
23658,36466,
23659,33811,
23660,34281,
23661,42977,
23662,36536,
23663,534,
23664,38088,
23665,48411,
23666,13663,
23667,9005,
23668,50271,
23669,10715,
23670,25939,
23671,5753,
23672,11841,
23673,534,
23674,17267,
23675,44087,
23676,11859,
23677,36824,
23678,34836,
23679,2014,
23680,7655,
23681,29830,
23682,51263,
23683,49918,
23684,33490,
23685,43683,
23686,36704,
23687,31592,
23688,28881,
23689,34962,
23690,3572,
23691,48830,
23692,4028,
23693,50599,
23694,3067,
23695,35067,
23696,1491,
23697,38129,
23698,49627,
23699,35716,
23700,1968,
23701,2718,
23702,30276,
23703,3501,
23704,22729,
23705,71,
23706,12549,
23707,17249,
23708,6377,
23709,16894,
23710,35589,
23711,50612,
23712,15059,
23713,2098,
23714,32935,
23715,13333,
23716,530,
23717,31757,
23718,31181,
23719,31758,
23720,85,
23721,42203,
23722,1341,
23723,11741,
23724,987,
23725,10033,
23726,2406,
23727,33371,
23728,10033,
23729,33371,
23730,19463,
23731,35626,
23732,40436,
23733,47623,
23734,21775,
23735,12807,
23736,942,
23737,718,
23738,49399,
23739,37452,
23740,29905,
23741,3680,
23742,223,
23743,1196,
23744,3765,
23745,2137,
23746,2754,
23747,35114,
23748,1793,
23749,8653,
23750,45571,
23751,12679,
23752,40941,
23753,2619,
23754,9479,
23755,5231,
23756,1868,
23757,50175,
23758,570,
23759,16371,
23760,7193,
23761,36649,
23762,37892,
23763,34151,
23764,48303,
23765,2437,
23766,40778,
23767,35056,
23768,37337,
23769,47618,
23770,5079,
23771,30217,
23772,40202,
23773,42275,
23774,33759,
23775,21107,
23776,28761,
23777,5274,
23778,40368,
23779,1497,
23780,39077,
23781,30019,
23782,31111,
23783,17689,
23784,20075,
23785,611,
23786,7435,
23787,29347,
23788,9379,
23789,9006,
23790,3086,
23791,1596,
23792,148,
23793,3574,
23794,6594,
23795,34006,
23796,10721,
23797,38196,
23798,50299,
23799,2726,
23800,33693,
